record_id,party_ref,session_id,situation_id,segment_id,suggestion_id,product_type,CHAR_P1A_I1_age_band,CHAR_P1B_I1_vulnerability,CHAR_P1C_I1_employment,CHAR_F2A_I1_monthly_surplus,CHAR_F2B_I1_savings_balance,CHAR_F2I_I1_has_investment,CHAR_F2G_I1_high_cost_debt,CHAR_F2H_I1_financial_hardship,CHAR_F2J_I1_isa_sub_this_year,CHAR_F2K_I1_within_90d_tax_yr,CHAR_F2L_I1_account_tenure_mo,CHAR_F2M_I1_lump_sum,CHAR_F2N_I1_months_inactive,CHAR_F2O_I1_regular_saving,CHAR_F2P_I1_consec_months,CHAR_F2Q_I1_days_to_maturity,CHAR_F2R_I1_reinvest_instr,CHAR_P2A_I1_contrib_pct,CHAR_P2B_I1_active_dc,CHAR_P2C_I1_shortfall_flag,CHAR_P2D_I1_yrs_to_ret,CHAR_P2E_I1_default_fund,CHAR_P2F_I1_no_selection,CHAR_P2G_I1_recent_engage,CHAR_P2H_I1_life_event,CHAR_P2I_I1_access_plan,CHAR_P2J_I1_in_drawdown,CHAR_P2K_I1_db_transfer,CHAR_P2L_I1_pot_value,CHAR_P2M_I1_annuity_interest,CHAR_P2N_I1_months_review,CHAR_P2O_I1_cash_drag,CHAR_P2P_I1_recent_adviser,CHAR_B3A_I1_risk_appetite,CHAR_B3B_I1_invest_exp,CHAR_B3C_I1_channel,ml_confidence,ml_model_version,gap_fill_turns,graph_completeness,fca_ref,rule_R_001_outcome,rule_R_002_outcome,rule_R_003_outcome,rule_R_004_outcome,rule_R_005_outcome,rule_R_006_outcome,rule_R_007_outcome,rule_R_008_outcome,rule_R_009_outcome,rule_R_010_outcome,rule_R_011_outcome,rule_R_012_outcome,gate_disposition
af79de1b-ba0f-426b-9312-4445b55aba15,PARTY-00646,4639a0c9-a5da-4b93-a7ce-2c302c5aae41,SIT-INV-002,SEG-INV-002,SUG-INV-002,STOCKS_SHARES_ISA_REGULAR,1,False,1,386.63,3839.39,False,False,False,,,17,,,,,,,,,,,,,,,,,,,,,,,2.29,0,0,0.83,2.0.0,3,0.9,PS25/22-§SIT-INV-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
c206e828-393e-411d-b0d4-f381ea358a5f,PARTY-00647,81777f5a-f973-43ce-aa28-1a0e97f818ff,SIT-INV-003,SEG-INV-003,SUG-INV-003,STOCKS_SHARES_ISA_TAX_YEAR,4,True,1,661.82,5319.28,False,False,False,False,True,6,,,,,,,,,,,,,,,,,,,,,,,1.0,1,0,0.85,2.0.0,1,0.93,PS25/22-§SIT-INV-003,PASS,PASS,GATE,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,HUMAN_REVIEW
4a55a7cf-62c3-4a09-80c6-84b0f66d483b,PARTY-00648,7ff641e1-a9fa-4f9e-9473-a772bb0b838c,SIT-INV-004,SEG-INV-004,SUG-INV-004,ISA_AND_GIA_LUMP_SUM,3,False,1,315.43,18197.05,False,False,False,,,24,25475.09,,,,,,,,,,,,,,,,,,,,,,2.53,1,1,0.95,2.0.0,3,1.0,PS25/22-§SIT-INV-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
8d3e9d52-6dc5-43a1-aee3-3d4baacf3f79,PARTY-00649,6b5df4d3-0cdf-4017-b6a9-4bc8bd7c1f76,SIT-INV-005,SEG-INV-005,SUG-INV-005,REVIEW_PROMPT_DO_NOTHING,2,False,3,438.07,9378.06,True,False,False,,,43,,16.0,,,,,,,,,,,,,,,,,,,,,1.0,2,0,0.69,2.0.0,5,0.99,PS25/22-§SIT-INV-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
eff71a7e-2246-45f6-835f-8446a4d3a9f5,PARTY-00650,f9de1206-790d-4d73-933d-b5e32b8b0e4e,SIT-INV-006,SEG-INV-006,SUG-INV-006,STOCKS_SHARES_ISA_REGULAR_ADDITION,3,False,1,186.1,3741.25,False,False,False,,,20,,,69.58,14.0,,,,,,,,,,,,,,,,,,,3.87,0,0,0.53,2.0.0,3,0.89,PS25/22-§SIT-INV-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
c2810f03-8a24-4f79-88da-abac12993e87,PARTY-00651,026ce61e-ca2f-4eb2-8a26-eef9261c1b5b,SIT-SD-001,SEG-SD-001,SUG-SD-001,MATURITY_REINVESTMENT_OPTIONS,4,False,3,613.25,44623.48,False,False,False,,,31,,,,,32.0,False,,,,,,,,,,,,,,,,,1.35,1,1,0.94,2.0.0,3,0.99,PS25/22-§SIT-SD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
1d4ed17c-c8cc-404a-acbc-b42c512198fb,PARTY-00652,19b81c0d-2215-4144-be83-7cb15b1a44f3,SIT-PEN-001,SEG-PEN-001,SUG-PEN-001,DC_PENSION_CONTRIBUTION_INCREASE,2,False,1,231.78,8039.03,False,False,False,,,22,,,,,,,5.27,True,True,22.0,,,,,,,,,,,,,2.6,0,1,0.77,2.0.0,3,0.97,PS25/22-§SIT-PEN-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
71767825-e835-4ab1-b153-0598ff0dc335,PARTY-00653,8610b270-0895-4db5-b1a4-9e73bd575065,SIT-PEN-002,SEG-PEN-002,SUG-PEN-002,DC_PENSION_FUND_SWITCH,2,False,1,429.23,3622.12,False,False,False,,,20,,,,,,,7.93,True,,27.0,True,True,False,,,,,,,,,,1.56,1,0,0.85,2.0.0,1,0.98,PS25/22-§SIT-PEN-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
b58af9dc-b5a3-4a01-a65b-d4f025b6053c,PARTY-00654,8aab1eee-7399-4992-83e9-9440ef42f3d9,SIT-PEN-003,SEG-PEN-003,SUG-PEN-003,DC_PENSION_CONTRIBUTION_REVIEW,2,False,1,568.45,1185.6,False,False,False,,,19,,,,,,,5.08,True,,9.0,,,,True,,,,,,,,,3.59,1,0,0.83,2.0.0,4,0.91,PS25/22-§SIT-PEN-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
7dce5fbe-5c08-4251-8135-f0a48243b913,PARTY-00655,5cfa57b8-503f-4f65-bcbe-39e7137e5d76,SIT-DEC-001,SEG-DEC-001,SUG-DEC-001,DECUMULATION_PATHWAY_DIRECTION,4,False,3,507.85,15528.51,False,False,False,,,89,,,,,,,11.89,True,,7.0,,,,,False,False,False,83976.71,,,,,4.42,2,1,0.77,2.0.0,2,0.93,PS25/22-§SIT-DEC-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
7ce8dbf7-d4d2-4021-80ab-0f363a6ba27e,PARTY-00656,445394f8-44b1-4a69-9c97-6cc6c8482c68,SIT-DEC-002,SEG-DEC-002,SUG-DEC-002,DC_PENSION_SMALL_POT_ACCESS,4,False,3,154.37,15019.78,False,False,False,,,22,,,,,,,,True,,2.0,,,,,False,False,False,22274.98,,,,,1.98,1,0,0.81,2.0.0,1,0.93,PS25/22-§SIT-DEC-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
85035e2d-c624-4f9c-9539-a4a95610bd90,PARTY-00657,13feb97b-ba28-4924-a663-af6c669a4143,SIT-DEC-003,SEG-DEC-003,SUG-DEC-003,ANNUITY_FEATURES_REFERRAL,4,False,2,147.74,32195.54,False,False,False,,,50,,,,,,,10.57,True,,9.0,,,,,,,False,34055.11,True,,,,1.42,0,1,0.84,2.0.0,3,0.94,PS25/22-§SIT-DEC-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
ef877052-6748-4ed1-8dd8-95b39a87952e,PARTY-00658,32f46372-7810-4dbe-b597-0be3449f5704,SIT-DEC-004,SEG-DEC-004,SUG-DEC-004,DRAWDOWN_REVIEW_PROMPT,4,False,3,287.81,12878.61,False,False,False,,,50,,,,,,,0.0,True,,5.0,,,,,,True,,113664.6,,28.0,True,False,3.31,1,1,0.92,2.0.0,6,1.0,PS25/22-§SIT-DEC-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
97840026-40c8-4a07-a2a4-6fbe0f890ce0,PARTY-00659,5d7670f3-0c1f-4714-8121-e401dfdc1fa8,SIT-INV-001,SEG-INV-001,SUG-INV-001,STOCKS_SHARES_ISA,3,False,1,508.95,27503.95,False,False,False,,,24,,,,,,,,,,,,,,,,,,,,,,,3.3,1,1,0.83,2.0.0,3,0.85,PS25/22-§SIT-INV-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
e1a07f9f-d699-4e77-ae8b-4fb1c9b9e1fe,PARTY-00660,46d43c26-b0f1-4610-93df-1c14710c60fa,SIT-INV-002,SEG-INV-002,SUG-INV-002,STOCKS_SHARES_ISA_REGULAR,2,False,2,448.34,11831.15,False,False,False,,,20,,,,,,,,,,,,,,,,,,,,,,,3.21,0,0,0.8,2.0.0,7,0.98,PS25/22-§SIT-INV-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
d0d4fc11-46e4-4546-83a4-359fd109c5fe,PARTY-00661,57215398-89c5-45dd-bd59-891417643d3f,SIT-INV-003,SEG-INV-003,SUG-INV-003,STOCKS_SHARES_ISA_TAX_YEAR,2,False,1,216.27,3634.16,False,False,False,False,True,6,,,,,,,,,,,,,,,,,,,,,,,3.0,0,0,0.53,2.0.0,6,0.88,PS25/22-§SIT-INV-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
6bf3ffc0-d9d5-464d-a95a-ee8415860119,PARTY-00662,1609c5b6-870b-4560-b133-010643377232,SIT-INV-004,SEG-INV-004,SUG-INV-004,ISA_AND_GIA_LUMP_SUM,4,False,1,488.25,5223.96,False,False,False,,,10,26035.22,,,,,,,,,,,,,,,,,,,,,,2.0,1,1,0.91,2.0.0,3,0.89,PS25/22-§SIT-INV-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
3aa8b56b-3ed4-4b00-80cd-6e0e9dc15538,PARTY-00663,7e203656-c397-4cdb-96a1-3aea9e939bd4,SIT-INV-005,SEG-INV-005,SUG-INV-005,REVIEW_PROMPT_DO_NOTHING,2,False,3,394.53,12273.68,True,False,False,,,44,,24.0,,,,,,,,,,,,,,,,,,,,,2.22,1,0,0.81,2.0.0,4,0.96,PS25/22-§SIT-INV-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
f6c590ea-38f0-46b6-90ea-d3b8571e29e9,PARTY-00664,6911a7f2-9951-40b5-b562-7c10515fd422,SIT-INV-006,SEG-INV-006,SUG-INV-006,STOCKS_SHARES_ISA_REGULAR_ADDITION,1,False,1,272.12,4376.53,False,False,False,,,13,,,172.42,6.0,,,,,,,,,,,,,,,,,,,1.19,1,0,0.85,2.0.0,3,0.88,PS25/22-§SIT-INV-006,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
92ce28b6-8755-478a-b71c-2441c779aa89,PARTY-00665,51404f9e-3b8e-43ac-837f-6bb160d517a3,SIT-SD-001,SEG-SD-001,SUG-SD-001,MATURITY_REINVESTMENT_OPTIONS,3,False,2,582.01,38037.63,False,False,False,,,30,,,,,52.0,False,,,,,,,,,,,,,,,,,2.89,2,1,0.82,2.0.0,4,0.94,PS25/22-§SIT-SD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
c1634e89-97b1-4573-915e-9a4814bd2401,PARTY-00666,a2773ab5-4061-4dd3-b8d0-6d2cab50a8c7,SIT-PEN-001,SEG-PEN-001,SUG-PEN-001,DC_PENSION_CONTRIBUTION_INCREASE,3,True,2,341.93,8069.35,False,False,False,,,36,,,,,,,8.0,True,True,32.0,,,,,,,,,,,,,2.66,1,1,0.85,2.0.0,4,0.93,PS25/22-§SIT-PEN-001,PASS,PASS,GATE,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,HUMAN_REVIEW
05638ab9-9f15-4e8d-96c1-908e1118b036,PARTY-00667,edb04a3b-fda8-4806-a1be-a00fb0e176d0,SIT-PEN-002,SEG-PEN-002,SUG-PEN-002,DC_PENSION_FUND_SWITCH,3,False,2,326.98,2621.15,False,False,False,,,17,,,,,,,9.11,True,,13.0,True,True,False,,,,,,,,,,3.07,1,1,0.79,2.0.0,4,0.99,PS25/22-§SIT-PEN-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
9ccf601c-d67a-4cc1-80ef-9340ac94390d,PARTY-00668,2f66fc2e-fd85-4795-acae-f9018f5b99bf,SIT-PEN-003,SEG-PEN-003,SUG-PEN-003,DC_PENSION_CONTRIBUTION_REVIEW,1,False,1,464.94,6564.38,False,False,False,,,38,,,,,,,9.45,True,,20.0,,,,True,,,,,,,,,3.3,0,1,0.9,2.0.0,6,0.96,PS25/22-§SIT-PEN-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
6d628999-3bda-4d4f-b21d-dd3d35fff475,PARTY-00669,0c1090d1-174b-4d3c-aee1-9039c36e3325,SIT-DEC-001,SEG-DEC-001,SUG-DEC-001,DECUMULATION_PATHWAY_DIRECTION,5,False,3,138.85,41111.03,False,False,False,,,37,,,,,,,14.49,True,,10.0,,,,,False,False,False,97138.16,,,,,1.88,2,0,0.91,2.0.0,3,1.0,PS25/22-§SIT-DEC-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
ac5c29e2-7892-45e3-a4dd-9f3818a261a5,PARTY-00670,d8e0a2d6-2efd-4bf2-b097-3aa96f6ee3a0,SIT-DEC-002,SEG-DEC-002,SUG-DEC-002,DC_PENSION_SMALL_POT_ACCESS,4,False,3,50.0,7572.14,False,False,False,,,55,,,,,,,,True,,3.0,,,,,False,False,False,21766.94,,,,,1.71,1,1,0.87,2.0.0,5,0.85,PS25/22-§SIT-DEC-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
f6d327a1-2e8e-49c9-99af-b4544d6f1ab7,PARTY-00671,bc596b58-2f90-40a2-9d87-4fc4003917ed,SIT-DEC-003,SEG-DEC-003,SUG-DEC-003,ANNUITY_FEATURES_REFERRAL,4,True,3,235.78,25048.16,False,False,False,,,70,,,,,,,13.12,True,,4.0,,,,,,,False,66893.52,True,,,,2.69,0,1,0.86,2.0.0,2,0.91,PS25/22-§SIT-DEC-003,PASS,PASS,GATE,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,HUMAN_REVIEW
f8f7a514-ced5-4211-b1ab-55e3e656a14e,PARTY-00672,17f61941-717f-4dec-b517-24c8007df6c9,SIT-DEC-004,SEG-DEC-004,SUG-DEC-004,DRAWDOWN_REVIEW_PROMPT,4,False,3,190.76,500.0,False,False,False,,,62,,,,,,,0.0,True,,1.0,,,,,,True,,64911.63,,31.0,True,False,1.15,2,0,0.5,2.0.0,3,0.96,PS25/22-§SIT-DEC-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
53678ea2-dbc0-41a2-815c-6799c6916512,PARTY-00673,c927ac26-146c-4fd9-9e6d-f0ffed625f0b,SIT-INV-001,SEG-INV-001,SUG-INV-001,STOCKS_SHARES_ISA,3,False,1,663.96,40378.29,False,False,False,,,26,,,,,,,,,,,,,,,,,,,,,,,2.69,2,0,0.9,2.0.0,4,0.96,PS25/22-§SIT-INV-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
ceaec76e-f2fc-4641-b98f-db5b66ce62a1,PARTY-00674,87e8e9be-f4da-4fbf-b106-5cab6d33953b,SIT-INV-002,SEG-INV-002,SUG-INV-002,STOCKS_SHARES_ISA_REGULAR,2,False,2,528.54,10667.13,False,False,False,,,19,,,,,,,,,,,,,,,,,,,,,,,1.15,0,1,0.86,2.0.0,4,0.89,PS25/22-§SIT-INV-002,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
9ebafb62-e59c-4650-8f8d-b710dc01fa76,PARTY-00675,f32b0127-51fc-486c-92c2-461c563e7386,SIT-INV-003,SEG-INV-003,SUG-INV-003,STOCKS_SHARES_ISA_TAX_YEAR,2,False,3,571.46,4997.87,False,False,False,False,True,28,,,,,,,,,,,,,,,,,,,,,,,2.45,1,0,0.9,2.0.0,3,0.91,PS25/22-§SIT-INV-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
df78097e-a774-4233-a688-cbdfa6c635d5,PARTY-00676,b00c90d8-9822-483e-b567-c940946a051a,SIT-INV-004,SEG-INV-004,SUG-INV-004,ISA_AND_GIA_LUMP_SUM,2,False,1,604.71,16183.67,False,False,False,,,21,17766.8,,,,,,,,,,,,,,,,,,,,,,2.68,0,0,0.99,2.0.0,2,0.92,PS25/22-§SIT-INV-004,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
4c9e9988-4027-4d39-941c-73a7300270ec,PARTY-00677,cd767959-82f9-41e3-8625-b18ddc963c72,SIT-INV-005,SEG-INV-005,SUG-INV-005,REVIEW_PROMPT_DO_NOTHING,5,False,1,174.0,18741.5,True,False,False,,,25,,23.0,,,,,,,,,,,,,,,,,,,,,2.31,3,1,0.84,2.0.0,6,0.96,PS25/22-§SIT-INV-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
962f41f6-0d73-4471-85fa-6c37329bb857,PARTY-00678,25418b5a-3106-4b68-a1c5-efe0dc71d89b,SIT-INV-006,SEG-INV-006,SUG-INV-006,STOCKS_SHARES_ISA_REGULAR_ADDITION,2,False,1,313.33,6834.06,False,False,False,,,29,,,138.08,15.0,,,,,,,,,,,,,,,,,,,2.9,0,0,0.88,2.0.0,4,0.95,PS25/22-§SIT-INV-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
7cc06ef0-76b2-455c-bc84-f01cff58fd6c,PARTY-00679,0583bcdc-0dab-409e-aee3-af7e8e4f7c7b,SIT-SD-001,SEG-SD-001,SUG-SD-001,MATURITY_REINVESTMENT_OPTIONS,2,False,2,766.36,26678.3,False,False,False,,,45,,,,,30.0,False,,,,,,,,,,,,,,,,,3.12,2,1,0.91,2.0.0,4,0.89,PS25/22-§SIT-SD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
c08c85af-2c93-4c12-96b5-bcdcc6cf22dc,PARTY-00680,a3dca282-b822-4b3e-80e6-43a5eac27e88,SIT-PEN-001,SEG-PEN-001,SUG-PEN-001,DC_PENSION_CONTRIBUTION_INCREASE,3,False,2,435.44,3629.92,False,False,False,,,28,,,,,,,8.0,True,True,33.0,,,,,,,,,,,,,2.86,1,0,0.86,2.0.0,4,0.94,PS25/22-§SIT-PEN-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
c8821b8d-33bb-45e1-8c26-d34beb57cc5e,PARTY-00681,6d9fb5db-8a61-400c-97ec-0063cf0f3586,SIT-PEN-002,SEG-PEN-002,SUG-PEN-002,DC_PENSION_FUND_SWITCH,2,False,2,320.59,4756.79,False,False,False,,,39,,,,,,,9.21,True,,15.0,True,True,False,,,,,,,,,,2.8,0,0,0.82,2.0.0,3,0.92,PS25/22-§SIT-PEN-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
6e71d88e-a102-47c0-941c-3411aea28390,PARTY-00682,1dd9254c-4d29-4af2-bd9e-3c65a0c39ec9,SIT-PEN-003,SEG-PEN-003,SUG-PEN-003,DC_PENSION_CONTRIBUTION_REVIEW,2,False,2,356.19,3204.33,False,False,False,,,47,,,,,,,6.86,True,,16.0,,,,True,,,,,,,,,1.69,1,1,0.92,2.0.0,5,0.97,PS25/22-§SIT-PEN-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
3a9d9906-9152-4753-aafb-51728a51dd84,PARTY-00683,1be91fdf-5d07-4602-8347-cd3de2b5afc0,SIT-DEC-001,SEG-DEC-001,SUG-DEC-001,DECUMULATION_PATHWAY_DIRECTION,4,False,3,395.12,6850.31,False,False,False,,,71,,,,,,,12.29,True,,6.0,,,,,False,False,False,61394.11,,,,,2.23,1,0,0.43,2.0.0,4,0.92,PS25/22-§SIT-DEC-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
75c25866-6af3-4180-bc76-33bf432763f8,PARTY-00684,28adf432-0fd3-414a-b36f-3ff19903e562,SIT-DEC-002,SEG-DEC-002,SUG-DEC-002,DC_PENSION_SMALL_POT_ACCESS,4,False,3,115.43,6142.87,False,False,False,,,46,,,,,,,,True,,1.0,,,,,False,False,False,19904.44,,,,,1.95,1,1,0.9,2.0.0,3,0.91,PS25/22-§SIT-DEC-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
182f35e4-5e78-4b67-baa5-1a873a1f2951,PARTY-00685,1de10676-1ded-42a9-b346-6ea5da5db57a,SIT-DEC-003,SEG-DEC-003,SUG-DEC-003,ANNUITY_FEATURES_REFERRAL,4,True,3,172.72,28091.58,False,False,False,,,31,,,,,,,12.75,True,,3.0,,,,,,,False,71563.34,True,,,,1.1,1,1,0.83,2.0.0,4,0.99,PS25/22-§SIT-DEC-003,PASS,PASS,GATE,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,HUMAN_REVIEW
0d11341d-0846-445a-81a7-624369d502dc,PARTY-00686,b6566bb8-48b9-4ba4-901a-029619ce4d99,SIT-DEC-004,SEG-DEC-004,SUG-DEC-004,DRAWDOWN_REVIEW_PROMPT,5,False,3,767.55,7682.68,False,False,False,,,67,,,,,,,0.0,True,,1.0,,,,,,True,,67606.02,,18.0,True,False,1.3,1,0,0.9,2.0.0,2,0.96,PS25/22-§SIT-DEC-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
08b8db2b-a6eb-487d-93cc-d8ddc86347e0,PARTY-00687,5c5da6f4-a13c-45a2-bf34-93e220889966,SIT-INV-001,SEG-INV-001,SUG-INV-001,STOCKS_SHARES_ISA,3,False,1,356.21,22309.76,False,False,False,,,18,,,,,,,,,,,,,,,,,,,,,,,2.72,1,1,0.88,2.0.0,3,1.0,PS25/22-§SIT-INV-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
ecb0650b-10e0-43b6-8ac6-aab3cadbd78d,PARTY-00688,1b38e62a-694f-4762-8f87-27ec184218e4,SIT-INV-002,SEG-INV-002,SUG-INV-002,STOCKS_SHARES_ISA_REGULAR,1,False,1,223.81,6291.11,False,False,False,,,27,,,,,,,,,,,,,,,,,,,,,,,2.99,0,0,0.84,2.0.0,4,0.96,PS25/22-§SIT-INV-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
0289de0e-7d83-4772-8684-9a44e89949f0,PARTY-00689,118dc469-ca35-4c17-931d-a07cdc692c03,SIT-INV-003,SEG-INV-003,SUG-INV-003,STOCKS_SHARES_ISA_TAX_YEAR,2,False,2,329.39,6347.85,True,False,False,False,True,29,,,,,,,,,,,,,,,,,,,,,,,3.01,1,0,0.91,2.0.0,1,0.96,PS25/22-§SIT-INV-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
0985a62d-64f2-4881-ac1c-8d1629966644,PARTY-00690,16cde8af-b405-4694-abb9-0fb565516de9,SIT-INV-004,SEG-INV-004,SUG-INV-004,ISA_AND_GIA_LUMP_SUM,2,False,3,1140.49,12973.91,False,False,False,,,15,33525.83,,,,,,,,,,,,,,,,,,,,,,2.15,1,1,0.84,2.0.0,5,0.94,PS25/22-§SIT-INV-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
1a59d76c-c8b2-45dc-86a7-5dd53fa0a96b,PARTY-00691,a370586e-d06a-46b4-8713-347181e319b2,SIT-INV-005,SEG-INV-005,SUG-INV-005,REVIEW_PROMPT_DO_NOTHING,1,False,2,370.71,24318.81,True,False,False,,,28,,24.0,,,,,,,,,,,,,,,,,,,,,4.1,2,1,0.82,2.0.0,3,0.96,PS25/22-§SIT-INV-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
a0e79f7f-9f97-4365-bf53-0b2f9abe6c24,PARTY-00692,b380d231-4429-4968-b0f2-d5a06b6a024d,SIT-INV-006,SEG-INV-006,SUG-INV-006,STOCKS_SHARES_ISA_REGULAR_ADDITION,1,False,1,346.26,4264.8,False,False,False,,,20,,,134.28,10.0,,,,,,,,,,,,,,,,,,,1.88,1,1,0.84,2.0.0,3,0.94,PS25/22-§SIT-INV-006,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
73b58a6b-17fb-4b00-a840-63243942130a,PARTY-00693,6d766278-5026-4bba-943a-5f742080a569,SIT-SD-001,SEG-SD-001,SUG-SD-001,MATURITY_REINVESTMENT_OPTIONS,3,True,3,155.57,20390.67,False,False,False,,,35,,,,,17.0,False,,,,,,,,,,,,,,,,,3.8,2,1,0.87,2.0.0,4,0.92,PS25/22-§SIT-SD-001,PASS,PASS,GATE,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,HUMAN_REVIEW
b73e9ae4-14ba-496f-84d7-76c48a6de12a,PARTY-00694,54613c30-c231-4d0e-87a3-0885dc247cee,SIT-PEN-001,SEG-PEN-001,SUG-PEN-001,DC_PENSION_CONTRIBUTION_INCREASE,2,False,1,419.43,1251.97,False,False,False,,,31,,,,,,,2.16,True,True,12.0,,,,,,,,,,,,,3.67,1,0,0.55,2.0.0,5,1.0,PS25/22-§SIT-PEN-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
757a738d-3c29-4733-946b-6d1b00a8deeb,PARTY-00695,dd8d786c-8181-424f-8aa1-e9e79d2a8f4a,SIT-PEN-002,SEG-PEN-002,SUG-PEN-002,DC_PENSION_FUND_SWITCH,3,False,1,213.29,7440.23,False,False,False,,,36,,,,,,,12.99,True,,17.0,True,True,False,,,,,,,,,,3.68,1,0,0.86,2.0.0,6,1.0,PS25/22-§SIT-PEN-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
